"","gamma","v","c","alpha","ss_monop_1","ss_monop_2","ss_monop_3","ss_cournot_1","ss_cournot_2","ss_cournot_3","ss_bertrand_1","ss_bertrand_2","ss_bertrand_3"
"11287",0.623180841,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11288",0.833920197,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11289",1.059562923,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11290",1.293710739,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11291",0.0010313316,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11292",0.0153392472,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11293",0.0576666702,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11294",0.1347508971,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11295",0.2470049352,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11296",0.3909043422,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11297",0.5608627569,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11298",0.7505281773,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11299",0.9536066307,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11300",1.1643396651,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11301",0.0012605164,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11302",0.0187479688,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11303",0.0704814858,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11304",0.1646955409,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11305",0.3018949208,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11306",0.4777719738,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11307",0.6854989251,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11308",0.9173122167,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11309",1.1655192153,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11310",1.4230818129,4000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11311",0.0013751088,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11312",0.0204523296,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11313",0.0768888936,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11314",0.1796678628,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11315",0.3293399136,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11316",0.5212057896,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11317",0.7478170092,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11318",1.0007042364,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11319",1.2714755076,4000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11320",1.5524528868,4000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11321",0.001145924,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11322",0.017043608,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11323",0.064074078,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11324",0.149723219,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11325",0.274449928,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11326",0.434338158,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11327",0.623180841,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11328",0.833920197,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11329",1.059562923,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11330",1.293710739,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11331",0.0010313316,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11332",0.0153392472,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11333",0.0576666702,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11334",0.1347508971,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11335",0.2470049352,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11336",0.3909043422,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11337",0.5608627569,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11338",0.7505281773,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11339",0.9536066307,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11340",1.1643396651,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11341",0.0012605164,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11342",0.0187479688,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11343",0.0704814858,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11344",0.1646955409,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11345",0.3018949208,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11346",0.4777719738,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11347",0.6854989251,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11348",0.9173122167,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11349",1.1655192153,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11350",1.4230818129,5000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11351",0.0013751088,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11352",0.0204523296,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11353",0.0768888936,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11354",0.1796678628,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11355",0.3293399136,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11356",0.5212057896,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11357",0.7478170092,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11358",1.0007042364,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11359",1.2714755076,5000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11360",1.5524528868,5000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11361",0.001145924,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11362",0.017043608,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11363",0.064074078,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11364",0.149723219,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11365",0.274449928,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11366",0.434338158,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11367",0.623180841,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11368",0.833920197,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11369",1.059562923,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11370",1.293710739,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11371",0.0010313316,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11372",0.0153392472,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11373",0.0576666702,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11374",0.1347508971,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11375",0.2470049352,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11376",0.3909043422,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11377",0.5608627569,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11378",0.7505281773,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11379",0.9536066307,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11380",1.1643396651,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11381",0.0012605164,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11382",0.0187479688,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11383",0.0704814858,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11384",0.1646955409,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11385",0.3018949208,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11386",0.4777719738,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11387",0.6854989251,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11388",0.9173122167,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11389",1.1655192153,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11390",1.4230818129,6000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11391",0.0013751088,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11392",0.0204523296,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11393",0.0768888936,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11394",0.1796678628,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11395",0.3293399136,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11396",0.5212057896,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11397",0.7478170092,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11398",1.0007042364,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11399",1.2714755076,6000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11400",1.5524528868,6000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11401",0.001145924,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11402",0.017043608,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11403",0.064074078,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11404",0.149723219,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11405",0.274449928,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11406",0.434338158,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11407",0.623180841,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11408",0.833920197,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11409",1.059562923,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11410",1.293710739,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11411",0.0010313316,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11412",0.0153392472,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11413",0.0576666702,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11414",0.1347508971,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11415",0.2470049352,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11416",0.3909043422,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11417",0.5608627569,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11418",0.7505281773,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11419",0.9536066307,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11420",1.1643396651,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11421",0.0012605164,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11422",0.0187479688,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11423",0.0704814858,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11424",0.1646955409,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11425",0.3018949208,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11426",0.4777719738,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11427",0.6854989251,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11428",0.9173122167,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11429",1.1655192153,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11430",1.4230818129,7000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11431",0.0013751088,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11432",0.0204523296,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11433",0.0768888936,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11434",0.1796678628,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11435",0.3293399136,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11436",0.5212057896,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11437",0.7478170092,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11438",1.0007042364,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11439",1.2714755076,7000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11440",1.5524528868,7000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11441",0.001145924,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11442",0.017043608,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11443",0.064074078,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11444",0.149723219,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11445",0.274449928,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11446",0.434338158,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11447",0.623180841,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11448",0.833920197,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11449",1.059562923,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11450",1.293710739,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11451",0.0010313316,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11452",0.0153392472,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11453",0.0576666702,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11454",0.1347508971,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11455",0.2470049352,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11456",0.3909043422,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11457",0.5608627569,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11458",0.7505281773,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11459",0.9536066307,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11460",1.1643396651,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11461",0.0012605164,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11462",0.0187479688,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11463",0.0704814858,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11464",0.1646955409,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11465",0.3018949208,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11466",0.4777719738,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11467",0.6854989251,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11468",0.9173122167,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11469",1.1655192153,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11470",1.4230818129,8000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11471",0.0013751088,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11472",0.0204523296,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11473",0.0768888936,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11474",0.1796678628,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11475",0.3293399136,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11476",0.5212057896,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11477",0.7478170092,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11478",1.0007042364,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11479",1.2714755076,8000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11480",1.5524528868,8000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11481",0.001145924,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11482",0.017043608,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11483",0.064074078,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11484",0.149723219,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11485",0.274449928,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11486",0.434338158,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11487",0.623180841,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11488",0.833920197,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11489",1.059562923,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11490",1.293710739,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11491",0.0010313316,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11492",0.0153392472,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11493",0.0576666702,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11494",0.1347508971,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11495",0.2470049352,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11496",0.3909043422,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11497",0.5608627569,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11498",0.7505281773,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11499",0.9536066307,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11500",1.1643396651,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11501",0.0012605164,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11502",0.0187479688,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11503",0.0704814858,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11504",0.1646955409,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11505",0.3018949208,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11506",0.4777719738,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11507",0.6854989251,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11508",0.9173122167,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11509",1.1655192153,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11510",1.4230818129,9000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11511",0.0013751088,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11512",0.0204523296,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11513",0.0768888936,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11514",0.1796678628,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11515",0.3293399136,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11516",0.5212057896,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11517",0.7478170092,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11518",1.0007042364,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11519",1.2714755076,9000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11520",1.5524528868,9000,7974.59185003199,1429013.156953,1235,NA,NA,1236,NA,NA,1236,NA,NA
"11521",0.001145924,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11522",0.017043608,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11523",0.064074078,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11524",0.149723219,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11525",0.274449928,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11526",0.434338158,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11527",0.623180841,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11528",0.833920197,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11529",1.059562923,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11530",1.293710739,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11531",0.0010313316,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11532",0.0153392472,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11533",0.0576666702,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11534",0.1347508971,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
"11535",0.2470049352,10000,7974.59185003199,1429013.156953,1235,NA,NA,1235,NA,NA,1235,NA,NA
